Date;Open;High;Low ;Close;Adj Close;Volume
12/1/15;4504.22;4595.51;4330.76;4593.01;4592.83;2805804100
11/1/15;4442.42;4621.26;4395.97;4446.46;4446.29;599405500
10/1/15;4231.41;4696.16;4207.8;4455.18;4455.01;5446914600
9/1/15;4484.2;4484.79;4033.59;4223.91;4223.74;708305400
8/1/15;4778.04;4868.07;4111.11;4509.61;4509.43;3426642000
7/1/15;4924.07;4982.91;4711.49;4802.53;4802.34;3981998500
6/1/15;5212.13;5215.55;4826.13;4910.66;4910.47;4025555000
5/1/15;5093.33;5347.13;5089.42;5216.38;5216.18;771565700
4/1/15;5516.8;5524.04;5015.01;5086.42;5086.23;902189400
3/1/15;5452.83;5518.67;5350.47;5518.67;5518.46;998152400
2/1/15;5277.15;5464.22;5254.04;5450.29;5450.08;813484700
1/1/15;5233.8;5325.04;5121.81;5289.4;5289.2;7433927300
12/1/14;5150.38;5226.95;5005.27;5226.95;5226.74;1009883500
11/1/14;5102.54;5157.08;4965.39;5149.89;5149.69;800435500
10/1/14;5148.57;5165.39;4900.72;5089.55;5089.35;759679100
9/1/14;5159.94;5262.57;5082.73;5137.58;5137.38;786332000
8/1/14;5076.23;5223.98;5043.52;5136.86;5136.66;716518500
7/1/14;4877.65;5165.42;4862.42;5088.8;5088.6;769928200
6/1/14;4900.97;4971.95;4835.04;4878.58;4878.39;593998300
5/1/14;4845.34;5091.32;4828.22;4893.91;4893.72;624263300
4/1/14;4796.16;4933.11;4721.6;4840.15;4839.96;766737100
3/1/14;4589.62;4903.5;4567.76;4768.28;4768.09;872846300
2/1/14;4407;4665.27;4320.78;4620.22;4620.04;699353100
1/1/14;4294.5;4510.22;4161.19;4418.76;4418.58;580729700
12/1/13;4269.08;4331.59;4109.31;4274.18;4274.01;557004700
11/1/13;4473.73;4518.65;4202.92;4256.44;4256.27;631131500
10/1/13;4314.96;4611.26;4314.96;4510.63;4510.46;730351500
9/1/13;4196.72;4791.77;4012.68;4316.18;4316.01;925230400
8/1/13;4618.96;4699.73;3837.74;4195.09;4194.93;669421900
7/1/13;4757.18;4815.73;4403.8;4610.38;4610.2;684278500
6/1/13;5053.54;5055.83;4373.38;4818.9;4818.71;834560100
5/1/13;5020.2;5251.3;4907.6;5068.63;5068.43;1067240300
4/1/13;4927.12;5034.07;4856.3;5034.07;5033.88;1010530400
3/1/13;4798.49;4940.99;4721.32;4940.99;4940.79;1128371800
2/1/13;4458.6;4795.79;4457.45;4795.79;4795.6;1186292800
1/1/13;4322.58;4472.11;4298.61;4453.7;4453.53;778747500
12/1/12;4277.19;4340.26;4222.13;4316.69;4316.52;658049900
11/1/12;4331.75;4381.75;4255.27;4276.14;4275.97;700773800
10/1/12;4249.69;4366.86;4214.52;4350.29;4350.12;828526500
9/1/12;4052.89;4272.83;4047.28;4262.56;4262.4;725779600
8/1/12;4129.81;4183.03;3978.08;4060.33;4060.17;482237200
7/1/12;3976.71;4149.71;3963.47;4142.34;4142.18;521170300
6/1/12;3820.38;3971.08;3635.28;3955.58;3955.42;580809300
5/1/12;4181.09;4234.73;3810.39;3832.82;3832.67;611510600
4/1/12;4121.82;4232.92;4109.32;4180.73;4180.57;815087200
